legal_text,simplified_text
"SECTION 3 of Cantonments Act, 2006
3. Definition of cantonments.
(1) The Central Government may, by notification in the Official Gazette, declare any place or places along with boundaries in which any part of the Forces is quartered or which, being in the vicinity of any such place or places, is or are required for the service of such forces to be a cantonment for the purposes of this Act and of all other enactments for the time being in force, and may, by a like notification, declare that any cantonment shall cease to be a cantonment.
(2) The Central Government may, by a like notification, define the limits of any cantonment for the aforesaid purposes.
(3) When any place is declared a cantonment under sub-section (1), the Central Government shall constitute a Board within a period of one year in accordance with the provisions of this Act:
Provided that the Central Government may, for the reasons to be recorded in writing, extend the said period of one year for a further period of six months at a time:
Provided further that the Central Government may, until a Board is constituted, by order make necessary provisions for the efficient administration of the cantonment.
(4) The Central Government may, by notification in the Official Gazette, direct that in any place declared a cantonment under sub-section (1) the provisions of any enactment relating to local self-government other than this Act shall have effect only to such extent or subject to such modifications, or that any authority constituted under any such enactment shall exercise authority only to such extent, as may be specified in the notification.","Simplified text: 
Definition of Cantonments:
1. The Central Government can announce in the Official Gazette that a specific area where any part of the Forces is quartered or is required for their service, is a cantonment. They can also decide to revoke this status.
2. The Central Government can also describe the boundaries of a cantonment through a similar Gazette notification.
3. Once an area is declared a cantonment, a Board must be formed by the Central Government within a year as per the Act. If needed, the government can extend this period in writing for up to six months at a time. Until a Board is established, the government may make temporary arrangements for efficient cantonment administration.
4. The Central Government can further decide through an Official Gazette notice that certain local government laws will apply to a cantonment area only partially or with changes, or that specific authorities under those laws will have limited powers as specified in the notification."
"SECTION 4 of Cantonments Act, 2006
4. Alteration of limits of cantonments.
(1) The Central Government may after consulting the State Government and the Board concerned, by notification in the Official Gazette, declare its intention to include within the cantonment any local area situated in the vicinity thereof or to exclude from the cantonment any local area comprised therein.
(2) Any inhabitant of a cantonment or local area in respect of which notification has been published under sub-section (1) may, within eight weeks from the date of notification, submit in writing to the Central Government through the General Officer Commanding-in-Chief, the Command, an objection to the notification, and the Central Government shall take such objection into consideration.
(3) On the expiry of eight weeks from the date of the notification, the Central Government may after considering the objections, if any, which have been submitted under sub-section (2), by notification in the Official Gazette, include the local area in respect of which the notification was published under sub-section (1), or any part thereof, in the cantonment or, as the case may be, exclude such area or any part thereof from the cantonment.","Simplified text: Changing Cantonment Boundaries:
The Central Government can decide to change the boundaries of cantonments after talking to the State Government and the concerned Board. They can publish a notice in the Official Gazette to either add nearby areas to the cantonment or remove areas from it.
Residents of cantonments or neighboring areas mentioned in the notice can submit any objections in writing to the Central Government within eight weeks. The Central Government will review these objections.
After the eight-week period, the Central Government may decide to include the mentioned local area in the cantonment or exclude it based on the objections received."
"SECTION 7 of Cantonments Act, 2006
7. Disposal of cantonment fund and cantonment development fund when area ceases to be included in a cantonment.
(1) When, by a notification under section 4, any local area forming part of a cantonment ceases to be under the control of a particular Board and is immediately placed under the control of some other local authority, such portion of the cantonment fund or the cantonment development fund and other property vesting in the Board and such portion of the liabilities of the Board, as the Central Government may, by general or special order, direct, shall be transferred to that other local authority.
(2)When, in like manner, any local area forming part of a cantonment ceases to be under the control of a particular Board and is not immediately placed under the control of some other local authority; such portion of the cantonment fund or the cantonment development fund and other property vesting in the Board shall vest in the Central Government, and such portion of the liabilities of the Board shall be transferred to that Government, as the Central Government may, by general or special order, direct.","Simplified text: Transfer of Funds and Property: If a local area within a cantonment is no longer under the control of one board but is transferred to another local authority as per a notification, a portion of the cantonment fund, development fund, property, and liabilities of the board will be directed by the Central Government to be transferred to the new local authority. If the local area is not immediately put under another local authority, the funds and property will be transferred to the Central Government and liabilities will be directed by the Central Government to that entity."
"SECTION 12 of Cantonments Act, 2006
12. Constitution of Cantonment Boards.
Cantonments shall be divided into four categories, namely:
(i) Category I Cantonments, in which the population exceeds fifty thousand;
(ii) Category II Cantonments, in which the population exceeds ten thousand, but does not exceed fifty thousand;
(iii) Category III Cantonments, in which the population exceeds two thousand five hundred, but does not exceed ten thousand; and
(iv) Category IV Cantonments, in which the population does not exceed two thousand five hundred.
(2) For the purposes of sub-section (1), the population shall be calculated in accordance with the latest official census, or, if the Central Government, by general or special order, so directs, in accordance with a special census taken for the purpose.
(3) In Category I Cantonments, the Board shall consist of the following members, namely:
(a) the Officer Commanding the station as ex officio or, if the Central Government so directs in respect of any cantonment, such other military officer as may be nominated in his place by the General Officer Commanding-in-Chief, the Command;
(b) the District Magistrate or an Executive Magistrate not below the rank of Additional District Magistrate nominated by him;
(c) the Chief Executive Officer;
(d) the Health Officer ex officio;
(e) the Executive Engineer ex officio;
(f) three military officers nominated by name by the Officer Commanding the station by order in writing;
(g) eight members elected under this Act.
(4) In Category II Cantonments, the Board shall consist of the following members, namely:
(a) the Officer Commanding the station as ex officio or, if the Central Government so directs in respect of any cantonment, such other military officer as may be nominated in his place by the General Officer Commanding-in-Chief, the Command;
(b) the District Magistrate or an Executive Magistrate not below the rank of Additional District Magistrate nominated by him;
(c) the Chief Executive Officer;
(d) the Health Officer ex officio;
(e) the Executive Engineer ex officio;
(f) two military officers nominated by name by the Officer Commanding the station by order in writing;
(g) seven members elected under this Act.
(5) In Category III Cantonments, the Board shall consist of the following members, namely:
(a) the Officer Commanding the station as ex officio or, if the Central Government so directs in respect of any cantonment, such other military officer, as may be nominated in his place by the General Officer Commanding-in-Chief, the Command;
(b) the District Magistrate or an Executive Magistrate nominated by him;
(c) the Chief Executive Officer;
(d) the Health Officer ex officio;
(e) the Executive Engineer ex officio;
(f) one military officer nominated by name by the Officer Commanding the station by order in writing;
(g) six members elected under this Act.
(6) In Category IV Cantonments, the Board shall consist of the following members, namely:
(a) the Officer Commanding the station ex officio or, if the Central Government so directs in respect of any cantonment, such other military officer as may be nominated in his place by the General Officer Commanding-in-Chief, the Command;
(b) the Chief Executive Officer;
(c) two members elected under this Act.
(7) The Officer Commanding the station may, if he thinks fit, with the sanction of the General Officer Commanding-in-Chief, the Command, nominate in place of any military officer whom he is empowered to nominate under clause (f) of sub-section (3), clause (f) of sub-section (4) or clause (f) of sub-section
(5), any person, whether in the service of the Government or not, who is ordinarily resident in the cantonment or in the vicinity thereof.
(8) Every election or nomination of a member of a Board and every vacancy in the elected membership thereof shall be notified by the Central Government in the Official Gazette;
(9) The Member of Parliament and Member of Legislative Assembly representing constituencies which comprises wholly or partly the cantonment area, shall be special invitees for the meetings of the Board but without a right to vote.","Simplified text:
Constitution of Cantonment Boards:
Cantonments are classified into four categories based on population size:
- Category I: Over fifty thousand residents
- Category II: Between ten thousand and fifty thousand residents
- Category III: Between two thousand five hundred and ten thousand residents
- Category IV: Up to two thousand five hundred residents

Board Composition:
1. Category I Board:
- Consists of the Officer Commanding the station, District Magistrate, Chief Executive Officer, Health Officer, Executive Engineer, appointed military officers, and eight elected members.
2. Category II Board:
- Consists of similar members as Category I with two military officers and seven elected members.
3. Category III Board:
- Consists of similar members as Category II with one military officer and six elected members.
4. Category IV Board:
- Consists of the Officer Commanding the station, Chief Executive Officer, and two elected members.

Other Provisions:
- The Officer Commanding can nominate a military officer or a local resident with approval.
- Elections and vacancies will be officially announced.
- Members of Parliament and Legislative Assembly representing the cantonment area are special invitees to Board meetings without voting rights."
"SECTION 13 of Cantonments Act, 2006
13. Power to vary constitution of Boards in special circumstances.
(1) Notwithstanding anything contained in section 12, if the Central Government is satisfied,
(a) that by reason of military operations, it is necessary, or
(b) that, for the administration of the cantonment, it is desirable, to vary the constitution of the Board in any cantonment under this section, the Central Government may, by notification in the Official Gazette, make a declaration to that effect.
(2) Upon the making of a declaration under sub-section (1), the Board in the cantonment shall consist of the following members, namely:
(a) the Officer Commanding the station,
(b) the Chief Executive Officer, and
(c) one member, not being a person in the service of the Government, nominated by the Central Government in consultation with the General Officer Commanding-in-Chief, the Command.
(3) The nomination of a member of a Board constituted under this section, and the vacancy in the membership thereof shall be notified by the Central Government in the Official Gazette.
(4) The term of office of a Board constituted by a declaration under sub-section (1) shall not ordinarily extend beyond one year:
Provided that the Central Government may from time to time, by a like declaration, extend the term of office of such a Board by any period not exceeding one year at a time:
Provided also that the Central Government shall forthwith direct that the term of office of such a Board shall cease if, in the opinion of the Central Government, the reasons stated in the declaration whereby such Board was constituted or its term of office was extended, have ceased to exist.
(5) When the term of office of a Board constituted under this section has expired or ceased, the Board shall be replaced by the former Board which, but for the declaration under sub-section (1) or sub-section
(4), would have continued to hold office, or, if the term of office of such former Board has expired, by a Board constituted under section 12.","Simplified text: Board Constitution Changes in Special Circumstances:

Special Declaration: If the Central Government deems it necessary due to military operations, or desirable for cantonment administration, they can change the constitution of a Board in a cantonment by issuing a declaration.

Board Membership: In such cases, the Board will include the Officer Commanding the station, the Chief Executive Officer, and one member chosen by the Central Government in consultation with the General Officer Commanding-in-Chief of the Command.

Notification: The Central Government will announce the nominated member and any vacancies in the Official Gazette.

Term Limits: Boards formed under this special declaration usually serve for one year. The term may be extended by the Central Government in one-year increments as needed. The Board dissolves if the reasons for its formation or extension cease to exist.

Replacement: When the term ends or the reasons cease, the previous Board resumes its duties unless their term expired, in which case a new Board is constituted as per Section 12."
"SECTION 14 of Cantonments Act, 2006
14. Term of office of members.
(1) Save as otherwise provided in this section, the term of office of a member of a Board shall be five years and shall commence
(a) in case of an elected member, from the date of notification of his election under sub-section (8) of section 12, or from the date on which the vacancy has occurred to which he is elected, whichever is later; and
(b) in case of a nominated member, from the date of nomination under clauses (b) and (f) of sub-section
(3), clauses (b) and (f) of sub-section (4) and clauses (b) and (f) of sub-section (5) of section 12, or the date of vacancy under clause (b) of sub-section (1) of section 18, whichever is later, and the member so nominated shall be able to take part in the proceedings of the Board:
Provided that the Central Government may, when satisfied that it is necessary in order to avoid administrative difficulty, extend the term of office of all the elected members of a Board by such period not exceeding one year, as it thinks fit:
Provided further that a member whose term of office has been so extended, shall cease to hold office on the date of the notification of the election of his successor under sub-section (8) of section 12.
(2) The term of office of an ex officio member of a Board shall continue so long as he holds the office by
virtue of which he is such a member.
(3) The term of office of a member elected to fill a casual vacancy shall commence from the date of the
notification of his election, and shall continue so long only as the member in whose place he is elected would have been entitled to hold office if the vacancy had not occurred.
(4) An outgoing member shall, unless the Central Government otherwise directs, continue in office until the election of his successor is notified under sub-section (8) of section 12 or the nomination of his successor, as the case may be.
(5) Any outgoing member may, if qualified, be re-elected or re-nominated.","Simplified text: Term of Office for Members of a Cantonments Board
- Members' Term: Each member of the Board will serve for five years, starting from:
  - For elected members: either from the election notification or the vacancy date they were elected to fill, whichever is later.
  - For nominated members: either from the nomination date or the vacancy date they were nominated to fill, whichever is later. Nominated members can participate in Board proceedings upon nomination.
- Extension: The Central Government can extend elected members' terms by up to one year to prevent administrative issues. Extended members leave office upon their successor's election notification.
- Ex Officio Members: Their term lasts as long as they hold the related position.
- Filling Vacancies: Elected members filling a casual vacancy start their term from the election notification and serve until the original member's term would have ended.
- Outgoing Members: Unless directed otherwise by the Central Government, outgoing members stay in office until their successor is elected or nominated.
- Re-election or Renomination: Outgoing members can be re-elected or renominated if they meet the qualifications."
"SECTION 16 of Cantonments Act, 2006
16. Vacancies in special cases.
(1) If for any cause at an election no member is elected, or if the elected member is unwelling to serve on the Board, fresh election shall be held to fill up such vacancy.
(2) If a person is elected to more than one seat in a Board, then, unless he resigns all but one of the seats within fourteen days from the date on which he is declared elected, or where the dates on which he is declared elected are different in respect of different seats, from the last of such dates, all the seats shall become vacant.
(3) Vacancies arising in any of the following cases shall be filled by nomination by the Central Government after consultation with the General Officer Commanding-in-Chief, the Command, namely:
(a) where at a casual election no member is elected;
(b) where at an election held when a Board is constituted for the first time no member or an insufficient
number of members is elected or an elected member is unwilling to serve on the Board.
(4) For the purposes of sub-section (2) of section 15, a member nominated in pursuance of sub-section (3) of this section shall where there has been a division of the cantonment into wards, be deemed to have been elected by such ward as the Central Government may at the time of making the nomination or at any time thereafter declare.
(5) The term of office of a member nominated under this section shall expire at the time at which it would have expired if he had been elected at the casual election.","Simplified text: Filling Vacancies:
1. If no one is elected or the elected member refuses to serve on the Board, a new election will be held to fill the vacancy.
2. If a person is elected to multiple seats on the Board and doesn't resign from all but one seat within 14 days of being declared elected, all seats they were elected to will become vacant.
3. Vacancies in certain cases will be filled by nomination by the Central Government in consultation with the General Officer Commanding-in-Chief, the Command. These cases include:
   - No member being elected at a casual election.
   - Not enough members being elected during the first election for a newly constituted Board, or if an elected member refuses to serve.
4. A member nominated under this process will be considered elected by a specific ward designated by the Central Government.
5. The term of office for a member nominated under this process will end at the same time as if they had been elected during the casual election."
"SECTION 18 of Cantonments Act, 2006
18. Resignation.
(1) (a) Any elected member of a Board who wishes to resign his office may give his resignation in writing to the President of the Board who shall forward it for acceptance and notification to the Central Government under intimation to the General Officer Commanding-in-Chief, the Command.
(b) Any nominated member of a Board who wishes to resign his office may forward his resignation in writing through the President of the Board to the General Officer Commanding-in-Chief, the Command for orders.
(2) If the Central Government or the General Officer Commanding-in-Chief, the Command, as the case may be, accepts the resignation, such acceptance shall be communicated to the Board, and thereupon the seat of the member resigning shall become vacant.
(3) Notwithstanding anything contained in sub-section (2), the resignation of any person elected to more than one seat in a Board from all but one of the seats in pursuance of sub-section (2) of section 16 shall take effect when such resignation is received by the President of the Board.","Simplified text: Resignation Process:
Any elected member of a Board who wants to resign must submit a written resignation to the Board's President. The President will send the resignation to the Central Government for approval, with a copy to the General Officer Commanding-in-Chief of the Command.
A nominated member who wants to resign must submit a written resignation through the President to the General Officer Commanding-in-Chief for decision.
If the Central Government or the General Officer Commanding-in-Chief accepts the resignation, they will notify the Board, and the resigning member's seat will be empty.
If someone holds multiple seats on the Board and resigns from all but one seat, the resignation takes effect when received by the Board's President."
"SECTION 19 of Cantonments Act, 2006
19. President and Vice-President.
(1) The Officer commanding the station if a member of the Board shall be the President of the Board:
Provided that when a military officer holding the office of the President ceases to be the Officer commanding the station merely by reason of a temporary absence from the station for a period not exceeding thirty consecutive days, he shall not vacate the office of President.
(2) Where the Officer commanding the station is not a member of the Board, the military officer nominated in his place under clause (a) of sub-section (3), sub-section (4), sub-section (5) or sub-section (6) of section 12 shall be the President of the Board.
(3) In every Board except in case of a Board falling under Category IV Cantonment there shall be a Vice-President elected by the elected members only from amongst them in accordance with such procedure as the Central Government may by rule prescribe.
(4) In case of a Board falling under Category IV Cantonment, the Vice-President shall be elected by draw of lot under the supervision of the President of the Board in such manner as he may decide.","Simplified text: President and Vice-President:
President:
- The senior officer at the station who is a board member shall be the President of the Board.
- If the military officer serving as President is temporarily away from the station for up to thirty days, they can continue as President.
- If the station's officer is not a board member, a military officer nominated in their place will be the President.

Vice-President:
- In every board except for Category IV Cantonments, elected members choose a Vice-President from among themselves following rules set by the Central Government.
- For Category IV Cantonments, the Vice-President is chosen by random selection overseen by the President of the Board.

Is there anything else you would like me to simplify or explain further?"
"SECTION 20 of Cantonments Act, 2006
20. Term of office of Vice-President.
(1) The term of office of a Vice-President shall be five years or his residual term of office as a member, whichever is less.
(2) A Vice-President may resign his office by notice in writing to the President and, on the resignation being accepted by the Board, the office shall become vacant.
(3) A Vice-President may be removed from his office, at a special meeting convened for the purpose on a requisition for the same by not less than one-half of the elected members of the Board holding office, by a resolution passed by a majority of not less than two-thirds of the total number of elected members then holding office and attending and no member, other than an elected member, shall have the right to vote on the resolution:
Provided that in case of Category IV Cantonments, the Vice-President may be removed if a resolution to this effect is passed by the Board and the other elected member shall become the Vice-President.","Simplified text:
Term of Vice-President:
The Vice-President's term of office lasts for five years or until the end of their term as a Board member, whichever is shorter.
Resignation:
The Vice-President can resign by giving written notice to the President. Once the Board accepts the resignation, the position becomes vacant.
Removal:
The Vice-President can be removed at a special meeting called upon the request of at least half of the elected Board members. The removal requires a two-thirds majority vote of the total elected members present. Other members cannot vote on this matter.
For Category IV Cantonments, the Vice-President can be removed by a Board resolution, with another elected member taking over the role.

By simplifying legal text, it becomes more accessible and easier to understand for a wider audience, especially those without a legal background."
"SECTION 21 of Cantonments Act, 2006
21. Duties of President.
(1) It shall be the duty of the President of every Board
(a) unless prevented by reasonable cause, to convene and preside at all meetings of the Board and to regulate the conduct of business thereat;
(b) to control, direct and supervise the financial and executive administration of the Board;
(c) to perform all the duties and exercise all the powers specifically imposed or conferred on the President by or under this Act; and
(d) subject to any restrictions, limitations and conditions imposed by this Act, to exercise executive power for the purpose of carrying out the provisions of this Act and to be directly responsible for the fulfilment of the purposes of this Act;
(e) in case of gross misconduct during the course of meeting, to suspend a member other than a Chief Executive Officer from attending the unconcluded part of the meeting of the Board.
(2) The President may, by order in writing, empower the Vice-President to exercise all or any of the powers and duties referred to in clause (b) of sub-section (1) other than any power, duty or function which he is by resolution of the Board expressly forbidden to delegate.
(3) The exercise or discharge of any powers, duties or functions delegated by the President under this section shall be subject to such restrictions, limitations and conditions, if any, as may be laid down by the President and to the control of, and to revision by, the President.
(4) Every order made under sub-section (2) shall forthwith be communicated to the Board and to the General Officer Commanding-in-Chief, the Command.","Simplified text: 
President's Duties:
- The President of each Board must:
  - Lead and regulate meetings unless unable to attend for a good reason.
  - Manage the Board's finances and operations.
  - Carry out all duties and powers assigned by the Act.
  - Exercise executive authority to implement the Act's provisions and ensure its objectives are met.
  - If necessary, suspend a member (excluding the Chief Executive Officer) for serious misconduct during a meeting.
  
Delegation of Powers:
- The President can authorize the Vice-President in writing to perform certain duties and powers, except those explicitly restricted by the Board.
- Delegated powers are subject to limitations set by the President and can be reviewed by the President.

Communication:
- Any delegation of powers must be promptly communicated to the Board and the General Officer Commanding-in-Chief."
"SECTION 25 of Cantonments Act, 2006
25. Duties of Chief Executive Officer.
(1) Subject to the provisions of clause (c) and clause (d) of sub-section (1) of section 21, the Chief Executive Officer shall
(a) exercise all the powers and perform all the duties conferred or imposed upon him by or under this Act or any other law for the time being in force;
(b) subject to any restrictions, limitations and conditions imposed by this Act, to exercise executive power to ensure that the administration of the Board is carried out in accordance with provisions of this Act;
(c) prescribe the duties of, and exercise supervision and control over the acts and proceedings of all, officers and employees of the Board;
(d) be responsible for the custody of all records of the Board;
(e) arrange for the performance of such duties relative to the proceedings of the Board or of any Committee of the Board or of any Committee of Arbitration constituted under this Act, as those bodies may respectively impose on him; and
(f) comply with every requisition of the Board on any matter pertaining to the administration of the cantonment.","Simplified text: Duties of Chief Executive Officer:
The Chief Executive Officer (CEO) must:
Execute all powers and fulfill all responsibilities given to him by this Act or any other applicable law.
Ensure that the Board's administration complies with the provisions of this Act, while adhering to any specified restrictions and conditions.
Define the duties of, supervise, and oversee the actions of all Board officers and employees.
Be accountable for maintaining all Board records.
Handle duties related to Board proceedings or any committees as directed by those bodies.
Respond to any requests from the Board regarding cantonment administration matters."
"SECTION 26 of Cantonments Act, 2006
26. Special power of Chief Executive Officer.
(1) The Chief Executive Officer may direct the execution of any work or the doing of any act, in public interest and in accordance with the provisions of this Act and the rules made thereunder, and incur such expenditure as may be necessary in executing such work or doing such act, as the case may be, subject to the financial limits which the Board may by resolution determine subject to general guidelines issued by the Director General, Defence Estates with the approval of the Central Government.
(2) The Chief Executive Officer may, in case of emergency, direct the execution of any work or the doing of any act which would ordinarily require the sanction of the Board and immediate execution or doing of which is in his opinion, necessary for the service or safety of the public, and may direct that the expense of executing such work or doing such act shall be paid from the cantonment fund:
Provided that
(a) he shall not act under this section without the previous sanction of the President or, in his absence, of the Vice-President;
(b) he shall not act under this section in contravention of any order of the Board prohibiting the execution of any particular work or the doing of any particular act; and
(c) he shall report forthwith the action taken under this section and the reasons there for to the Board.","Simplified text: Chief Executive Officer's Powers:
Public Interest: The Chief Executive Officer can instruct the completion of tasks or actions in the public interest, following the laws and rules of this Act. They can spend money as needed, up to the limits set by the Board under the guidance of the Director General, Defence Estates, approved by the Central Government.
Emergency Situations: In emergencies, the Chief Executive Officer can order tasks or actions that would typically need Board approval. If it's urgent for public service or safety, they can use funds from the cantonment fund:
Conditions:
- Prior Approval: The Chief Executive Officer must get prior approval from the President or Vice-President if available.
- Compliance: The Officer should not act against any Board orders.
- Reporting: Any actions taken under this section must be reported immediately to the Board, along with the reasons."
"SECTION 27 of Cantonments Act, 2006
27. Electoral rolls.
(1) The Board or, where a Board is not constituted in any place declared by notification under sub-section (1) of section 3 to be a cantonment, the Officer Commanding the station, shall prepare and publish an electoral roll showing the names of persons qualified to vote at elections to the Board and such roll shall be prepared, revised and finally published in such manner and on such date in each year as the Central Government may by rule prescribe.
(2) Every person whose name appears in the final electoral roll shall, so long as the roll remains in force, be entitled to vote at an election to the Board, and no other person shall be so entitled.
(3) When a cantonment has been divided into wards, the electoral roll shall be divided into separate lists for each ward.
(4) If a new electoral roll is not published in any year on the date prescribed, the Central Government may direct that the old electoral roll shall continue in operation until the new roll is published.","Simplified text: Electoral Rolls:
Preparing the Roll: The Board or the Officer Commanding a cantonment must make and share an electoral roll each year, listing people eligible to vote in Board elections. The Central Government will set the rules for how and when this should be done.
Voting Eligibility: Only individuals listed in the final electoral roll are allowed to vote in Board elections, as long as that roll is valid.
Ward Division: When a cantonment is divided into wards, separate lists will be made for each ward in the electoral roll.
Continuation of Roll: If a new electoral roll isn't published as scheduled, the Central Government can decide to keep using the old roll until a new one is ready."
"SECTION 28 of Cantonments Act, 2006
28. Qualification of electors.
(1) Every person who, on such date as may be fixed by the Central Government in this behalf by notification in the Official Gazette here in after in this section referred to as ""the qualifying date
"", is not less than eighteen years of age and who has resided in the cantonment for a period of not less than six months immediately preceding the qualifying date shall, if not otherwise disqualified, be entitled to be enrolled as an elector.
Explanation.
When any place is declared a cantonment for the first time, or when any local area is first included in a cantonment, residence in the place or area comprising the cantonment on the aforesaid date shall be deemed to be residence in the cantonment for the purposes of this sub-section.
(2) A person notwithstanding that he is otherwise qualified, shall not be entitled to be enrolled as an elector if he on the qualifying date
(i) is not a citizen of India, or
(ii) has been adjudged by a competent court to be of unsound mind, or
(iii) is an undischarged insolvent, or
(iv) has been sentenced by a Criminal Court to imprisonment for a term exceeding two years for an offence which is declared by the Central Government to be such as to unfit him to become an elector or has been sentenced by a Criminal Court for any offence under Chapter IXA of the Indian Penal Code (45 of 1860):
Provided that any disqualification incurred by a person under clause (iv) shall terminate on the lapse of three years from the expiry of the sentence or order.
(3) If any person having been enrolled as an elector in any electoral roll subsequently becomes subject to any of the disqualifications referred to in sub-section (2), his name shall be removed from the electoral roll unless, in the case referred to in clause (iv), the disqualification is removed by the Central
Government.","Simplified text: Elector Qualifications:
1. Eligibility: Individuals who are at least eighteen years old and have lived in the cantonment for at least six months before a specified date, known as the ""qualifying date,"" can enroll as electors, unless they have disqualifications.
2. Residence Rule: When a place becomes a cantonment for the first time or when a local area is added to a cantonment, residing in that area on the specified date counts as residing in the cantonment.
Disqualifications:
1. Restrictions: Individuals cannot enroll as electors if, on the qualifying date, they are not Indian citizens, deemed mentally unsound by a court, undischarged insolvents, or have been imprisoned for over two years for certain offenses specified by the Central Government, or for offenses under Chapter IXA of the Indian Penal Code.
2. Duration of Disqualifications: Disqualifications under clause (iv) due to criminal sentences end three years after the completion of the sentence or order.
Removal of Names: If a person enrolled as an elector later acquires any disqualifications as mentioned in section 2, their name will be removed from the electoral roll, except in cases under clause (iv) if the disqualification is lifted by the Central Government."
"SECTION 29 of Cantonments Act, 2006
29. Qualification for being a member of the Board.
(1) Save as hereinafter provided, every person, not being a person holding any office of profit under the Government, whose name is entered on the electoral roll of a cantonment shall be qualified for election as a member of the Board in that cantonment.
(2) No person shall be qualified for nomination as a member of a Board if he is subject to any of the disqualifications specified in sub-section (2) of section 28.
(3) No person shall be qualified for being chosen whether by election or nomination as, and for being a member of a Board, if he
(a) has been dismissed from the service of the Government and is debarred from re-employment therein, or is a dismissed employee of a Board;
(b) is debarred from practising his profession or calling by order of any competent authority;
(c) holds any place of profit in the gift or at the disposal of the Board, or is a police officer, or is the servant or employer of a member of the Board; or
(d) is interested in a subsisting contract made with, or in work being done for, the Board except as a shareholder other than a director in an incorporated company; or
(e) is an officer or employee, permanent or temporary, of a Board or of any other local authority; or
(f) is a member of any other local authority; or
(g) has, by the authority referred to in clause (f) of section 31, been found to have been guilty of any of the corrupt practices specified in sub-section (2) of section 30 unless a period of five years has elapsed since the date of the decision of the authority; or
(h) fails to pay any arrears of any kind due by him otherwise than as an agent, receiver, trustee or an executor, to the Board within thirty days after the notice in this behalf has been served upon him; or
(i) is disqualified under any other provision of this Act:
Provided that a person shall not be deemed to have any interest in such a contract or work as is referred to in clause (d) by reason only of his having a share or interest in
(a) any lease or sale or purchase of immovable property or any agreement for the same; or
(b) any agreement for the loan of money or any security for the payment of money only; or
(c) any newspaper in which any advertisement relating to the affairs of the Board is inserted; or
(d) the sale to the Board of any articles in which he regularly trades or the purchase from the Board of any articles, to a value in either case not exceeding twenty-five thousand rupees in the aggregate in any year during the period of the contract or work.","Simplified text: Qualifications to be a Board Member:
To be eligible for election as a member of a Cantonment Board:
1. Must be on the electoral roll of the cantonment, unless otherwise provided.
2. Cannot be disqualified under section 28(2).
Moreover, a person cannot be a Board member if they:
- Have been dismissed from government service and banned from re-employment, or were fired from a Board.
- Are prohibited from practicing their profession by a competent authority.
- Hold a lucrative position in the gift of the Board, are a police officer, or work for a Board member, among other scenarios.
- Have a direct interest in a contract with the Board, with exceptions for small financial involvements.
- Are employed by a Board or another local authority.
- Are part of another local authority.
- Have been found guilty of corrupt practices, unless a clear period of five years has passed.
- Haven't paid any dues to the Board within thirty days of notice.
- Are disqualified under any other clause of this Act."
