legal_text,simplified_text
"SECTION 12 of Credit Information Companies (Regulation) Act, 2005
Credit Information Companies (Regulation) Act, 2005 
12. Inspection of

credit information company, credit institution and specified user.-
1.     

  Notwithstanding

anything to the contrary contained in section 235 of the Companies Act, 1956 (1

of 1956), the Reserve Bank, at any time, may and on being directed so to do by

the Central Government shall, cause an inspection to be made, by one or more of

its officers or through such other persons or agency as the Reserve Bank may

determine, of any credit information company or credit institution or specified

user and their books and accounts; and the Reserve Bank shall supply to the

credit information company or credit institution or specified user, as the case

may be, a copy of its report on such inspection.
2.     

  (2)

It shall be the duty of every director or other officer or employee of the

credit information company, credit institution and specified user to produce to

any officer or person or agency, as the case may be, making an inspection under

sub-section (1) all such books, accounts and other documents in his custody or power

and to furnish him with any statement and information relating to the affairs

of such credit information company, credit institution and specified user, as

the said officer or person or agency may require of him within such time as the

said officer or person or agency may specify.
3.     

  Any

officer of the Reserve Bank or person or an agency making an inspection under

sub-section (1) may examine on oath any director or other officer or employee

of the credit information company, credit institution and specified user, in

relation to their business, and may administer an oath accordingly.
4.     

  The

expenses of, or incidental to, the inspection under sub-section (1) by any

person or an agency referred to in sub-section (1) shall be borne by the

concerned credit information company or credit institution or specified user,

as the case may be.","Simplified text: Inspection of Credit Information Entities

1. Inspection Authority: The Reserve Bank, upon its discretion or upon direction from the Central Government, can conduct inspections on credit information companies, credit institutions, and specified users. The inspection can be carried out by Reserve Bank officers or designated individuals or entities. A copy of the inspection report must be provided to the respective entity.

2. Obligations of Entities: Directors, officers, and employees of the mentioned entities must cooperate with the inspection team. They are required to provide access to all relevant books, accounts, documents, and furnish necessary information within the specified timeline.

3. Sworn Testimony: Officers conducting the inspection have the authority to examine individuals under oath, and they may administer oaths accordingly.

4. Inspection Costs: The expenses related to the inspection shall be covered by the credit information company, credit institution, or specified user subject to inspection."
"SECTION 72 of Companies Act, 1956
Companies Act, 1956
Sec 72    -    

Applications for, and allotment of, shares and debentures 
(1)
(a) No allotment shall be made of any shares

in or debentures of a company in pursuance of a prospectus issued generally,

and no proceedings shall be taken on applications made in pursuance of a

prospectus so issued, until the beginning of the fifth day after that on which

the prospectus is first so issued or such later time, if any, as may be

specified in the prospectus :
Provided  that where, after a prospectus is first

issued generally, a public notice is given by some person responsible under

section 62 for the prospectus which has the effect of excluding, limiting or

diminishing his responsibility, no allotment shall be made until the beginning

of the fifth day after that on which such public notice is first given.
(b) Nothing in the foregoing provision shall

be deemed to exclude, limit or diminish any liability that might be incurred in

the case referred to therein under the general law or this Act.
(c) The beginning of the fifth day or such

later time as is mentioned in the first paragraph of clause (a), or the

beginning of the fifth day mentioned in the second paragraph of that clause, as

the case may be, is hereinafter in this Act referred to as "" the time of

the opening of the subscription lists.""
(2) In sub-section (1), the reference to the

day on which the prospectus is first issued generally shall be construed as

referring to the day on which it is first so issued as a newspaper

advertisement :
Provided  that, if it is not so issued as a

newspaper advertisement before the fifth day after that on which it is first so

issued in any other manner, the said reference shall be construed as referring

to the day on which it is first so issued in any manner.
(3) The validity of an allotment shall not be

affected by any contravention of the foregoing provisions of this section; but,

in the event of any such contravention, the company, and every officer of the

company who is in default, shall be punishable with fine which may extend to

fifty thousand rupees.
(4) In the application of this section to a

prospectus offering shares or debentures for sale, sub-sections (1) to (3)

shall have effect with the substitution of references to sale for references to

allotment, and with the substitution for the reference to the company and every

officer of the company who is in default of a reference to any person by or

through whom the offer is made and who is knowingly guilty of, or willfully

authorizes or permits, the contravention.
(5) An application for shares in, or

debentures of, a company, which is made in pursuance of a prospectus issued

generally shall not be revocable until after the expiration of the fifth day

after the time of the opening of the subscription lists, or the giving, before

the expiry of the said fifth day by some person responsible under section 62

for the prospectus, of a public notice having the effect under that section of

excluding, limiting or diminishing the responsibility of the person giving it.","Simplified text: Share and Debenture Applications:

No Share Allotments:
Shares or debentures of a company cannot be allotted based on a prospectus until at least the fifth day after the prospectus is issued generally. If a public notice is then given to limit responsibility, allotments cannot be made until the beginning of the fifth day after that notice.

Liability:
This rule does not remove any liabilities that could arise under the law.

Subscription Lists:
The fifth day or any later time as mentioned above is considered as the ""time of the opening of the subscription lists.""

Validity of Share Allotment:
Violations of these rules do not affect the validity of allotments, but the company and any responsible officers may face fines up to fifty thousand rupees.

Application to Sale of Shares:
In a prospectus offering shares or debentures for sale, similar rules apply where sales are substituted for allotments, and fines may apply to those knowingly involved in contraventions.

Revocability of Share Applications:
Applications made based on a prospectus cannot be revoked until at least the fifth day after the opening of the subscription lists, or until a public notice is given by a responsible party under section 62."
"SECTION 8 of Cinematograph Act, 1952
Cinematograph Act, 1952 
8. Power to make rules 
(1) The Central Government may, by notification in the Official Gazette,

make rules for the purpose of carrying into effect the provisions of this Part.


 3  [(2) In particular, and without prejudice to the

generality of the foregoing power, rules made under this section may provide

for- 
(a) the allowances or fees payable to the

members of the Board;
(b) the terms and conditions of service of the

members of the Board;
(c) the manner of making an application to the

Board for a certificate and the manner in which a film has to be examined by

the Board and the fees to be levied therefor ;
(d) the association of regional officers in

the examination of films, the conditions and restrictions subject to which

regional officers may be authorized under section 7B to issue provisional

certificates and the period of validity of such certificates;
(e) the manner in which the Board may consult

any advisory panel in respect of any film;
(f) the allowances or fees payable to the

members of advisory panel;
(g) the marking of the films;
(h) the allowances or fees payable to the

members of the Tribunal;
( i ) the powers and

duties of the Secretary to, and other employees of, the Tribunal;
(j)the other terms and conditions of service

of the Chairman and members of, and the Secretary to, and other employees of,

the Tribunal;
(k) the fees payable

by the appellant to the Tribunal in respect of an appeal
(l) the conditions (including conditions

relating to the length of films in general or any class of films, in

particular) subject to which any certificate may be granted, or the

circumstances in which any certificate shall be refused;
(m) any other matter which is required to be

or may be prescribed.]
 19  [(3) Every rule made by the Central Government under this

Part shall be laid, as soon as may be after it is made, before each House of

Parliament, while it is in session, for a total period of thirty days which may

be comprised in one session or in two or more successive sessions, and if,

before the expiry of the session immediately following the session or the

successive sessions aforesaid, both Houses agree in making any modification in

the rule or both Houses agree that the rule should not be made, the rule shall,

thereafter, have effect only in such modified form or be of no effect, as the

case may be; so, however, that any such modification or annulment shall be

without prejudice to the validity of any thing previously done under that

rule.]","Simplified text: Power to Create Regulations:

The Central Government can create rules to enforce the provisions of this law.

Specific Rules:

These rules may cover various aspects such as:
- Payment of allowances or fees to Board members.
- Terms and conditions of service for Board members.
- Procedures for applying to the Board for a certificate, how films are examined, and the associated fees.
- Involvement of regional officers in film examination, conditions for issuing provisional certificates, and their duration.
- Consultation process with advisory panels.
- Payment of allowances or fees to advisory panel members.
- Film classification methods.
- Payment of allowances or fees to Tribunal members.
- Responsibilities and powers of Tribunal officials.
- Terms and conditions of service for Tribunal Chairman, members, and employees.
- Appeal fees payable to the Tribunal.
- Conditions for granting or refusing film certificates.
- Any other relevant matters that may need to be regulated.

Parliament Review:

All rules created by the Central Government must be presented to Parliament for review within thirty days of their creation. Parliament can modify or annul the rules within that period. Any changes or annulments do not affect the validity of actions taken under the original rules."
"SECTION 201 of Delhi Municipal Corporation Act, 1957
The Delhi Municipal Corporation Act, 1957
Chapter XII
Water Supply, Drainage and Sewage Disposal
General
210. [Definitions.] Omitted by the Delhi Municipal Corporation (Amendment) Act, 1993 (67 of 1993), s. 96 (w.e.f. 1-10-1993).
211. [Power to require Corporation to carry out surveys and formulate proposals.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
212. [Power to construct additional works.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
Water Supply
213. [Functions in relation to water supplies.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
214. [Water supplied for domestic purposes not to be used for non-domestic purposes.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
215. [Purity of water for domestic purposes.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
216. [Supply of water for domestic purposes not to include any supply for certain specified purposes.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
217. [Power to supply water for non-domestic purposes.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
218. [Use of water for extinguishing fire.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
219. [Power to require water supply to be taken.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
220. [New premises not to be occupied without arrangement for water supply.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
221. [Public gratuitous water supply.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
222. [Power to lay mains.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
223. [Power to lay service pipes, etc.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
224. [Provision of fire hydrants.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
225. [Power of Corporation to require owners of premises to set up pumps, etc.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
226. [Supply of water.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
227. [Laying of supply pipes, etc.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
228. [Power to require separate service pipes.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
229. [Stopcocks.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
230. [Power of Commissioner to provide meters.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
231. [Presumption as to correctness of meters.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
232. [Prohibition of waste or misuse of water.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
233. [Power to enter premises to detect waste or misuse of water.] Omitted by s. 96, ibid. (w.e.f. 1-10- 1993).
234. [Power to test water test fittings.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
235. [Power to close or restrict use of water from polluted source of supply.] Omitted by the Delhi Municipal Corporation (Amendment) Act, 1993 (67 of 1993), s. 96 (w.e.f. 1-10-1993).
236. [Water pipes, etc., not to be placed where water will be polluted.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
237. [Power to cut off private water supply or to turn off water.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
238. [Joint and several liability of owners and occupiers for offence in relation to water supply.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
Drainage and sewerage
239. [Public drains etc., to vest in the Corporation.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
240. [Control of drains and sewage disposal works.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
241. [Certain matters not to be passed into municipal drains.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
242. [Application by owners and occupiers to drain into municipal drains.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
243. [Drainage of undrained premises.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
244. [New premises not to be erected without drains.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
245. [Power to drain group or block of premises by combined operation.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
246. [Power of Commissioner to close or limit the use of private drains in certain cases.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
247. [Use of drain by a person other than the owner.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
248. [Sewage and rain water drains to be distinct.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
249. [Power of Commissioner to require owner to carry out certain works for satisfactory drainage.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
Disposal of sewage
250. [Appointment of places for the emptying of drains and disposal of sewage.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
Miscellaneous
251. [Connection with water works and drains not to be made without permission.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
252. [Buildings, railways and private streets not to be erected or constructed over drains or water works without permission.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
253. [Rights of user of property for aqueducts, lines, etc.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
254. [Power of owner of premises to place pipes and drains through land belonging to other persons.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
255. [Power to require railway level, etc., to be raised or lowered.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
256. [Power of Commissioner to execute work after giving notice to the person liable.] Omitted by the Delhi Municipal Corporation (Amendment) Act, 1993 (67 of 1993), s. 96 (w.e.f. 1-10-1993).
257. [Power of Commissioner to affix shafts, etc., for ventilation of drain or cesspool.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
258. [Power of Commissioner to examine and test drains, etc., believed to be defective.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
259. [Bulk supply of water to the New Delhi Municipal Committee and the Military Engineer Services, Delhi Cantonment.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
260. [New Delhi Municipal Committee and the Military Engineer Services to pay actual cost of supply of water.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
261. [Provincial collecting rate.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
262. [Final settlement of accounts.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
263. [Supply of meters.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
264. [Testing of meters.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993). 265. [Disposal of sewage of New Delhi.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
266. [New Delhi Municipal Committee to pay cost of disposal of sewage.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
267. [Manner of payment by the New Delhi Municipal Committee of proportion of cost of disposal of sewage.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
268. [Disputes as to liability for payments to or by the Corporation.] Omitted by s. 96, ibid. (w.e.f. 1- 10-1993).
269. [Summary recovery of sums due from the New Delhi Municipal Committee or the Military Engineer Services.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
270. [Corporation not to give up certain works, etc., without permission of the Central Government.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
271. [Employment of Government agencies for repairs, etc.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
272. [Work to be done by licensed plumber.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).
273. [Prohibition of certain acts.] Omitted by s. 96, ibid. (w.e.f. 1-10-1993).","Simplified text:
Water Supply and Sewage Disposal
General:
Some definitions and powers have been removed as per the Delhi Municipal Corporation (Amendment) Act, 1993.

Water Supply:
The Act previously mentioned various aspects related to water supply like purity, supply for different purposes, laying of pipes, etc. These sections have been omitted.

Drainage and Sewerage:
The Act included regulations on public drains, sewage disposal, and related matters. Those sections have been omitted.

Disposal of Sewage:
Sections related to the disposal of sewage, appointments, and costs have been omitted.

Miscellaneous:
Certain powers that allowed specific actions like placing pipes, constructing over drains, and others have been omitted.

In summary, the Act has undergone changes as per the Delhi Municipal Corporation (Amendment) Act, 1993, resulting in the removal of several sections related to water supply, drainage, sewage disposal, and miscellaneous matters."
"Public Law 116-210
116th Congress

                                 An Act


 
 To authorize the President to posthumously award the Medal of Honor to 
        Alwyn C. Cashe for acts of valor during Operation Iraqi 
             Freedom. <<NOTE: Dec. 4, 2020 -  [H.R. 8276]>> 

    Be it enacted by the Senate and House of Representatives of the 
United States of America in Congress assembled,
SECTION 1. AUTHORIZATION TO AWARD MEDAL OF HONOR TO SERGEANT FIRST 
                              CLASS ALWYN C. CASHE FOR ACTS OF 
                              VALOR DURING OPERATION IRAQI 
                              FREEDOM.

    (a) Waiver of Time Limitations.--Notwithstanding the time 
limitations specified in section 7274 of title 10, United States Code, 
or any other time limitation with respect to the awarding of certain 
medals to persons who served in the Armed Forces, the President may 
award the Medal of Honor under section 7271 of such title to Sergeant 
First Class Alwyn C. Cashe for the acts of valor described in subsection 
(b).
    (b) Acts of Valor Described.--The acts of valor referred to in 
subsection (a) are the actions of Sergeant First Class Alwyn C. Cashe on 
October 17, 2005, as a member of the Army serving in Iraq in support of 
Operation Iraqi Freedom, for which he was posthumously awarded the 
Silver Star.","An Act to authorize the President to award the Medal of Honor to Alwyn C. Cashe for his bravery during Operation Iraqi Freedom.
SECTION 1. AUTHORIZATION TO AWARD MEDAL OF HONOR TO SERGEANT FIRST CLASS ALWYN C. CASHE FOR ACTS OF VALOR DURING OPERATION IRAQI FREEDOM.
(a) Waiver of Time Limitations: The President can award the Medal of Honor to Sergeant First Class Alwyn C. Cashe, despite any time restrictions, for his heroic actions in Iraq on October 17, 2005.
(b) Acts of Valor Described: This refers to the actions of Sergeant First Class Alwyn C. Cashe during his service in Iraq, for which he was posthumously awarded the Silver Star."
"Public Law 118-54
118th Congress

                                 An Act


 
To designate the facility of the United States Postal Service located at 
616 East Main Street in St. Charles, Illinois, as the ``Veterans of the 
    Vietnam War Memorial Post Office''. <<NOTE: May 7, 2024 -  [H.R. 
                                2379]>> 

    Be it enacted by the Senate and House of Representatives of the 
United States of America in Congress assembled,
SECTION 1. VETERANS OF THE VIETNAM WAR MEMORIAL POST OFFICE.

    (a) Designation.--The facility of the United States Postal Service 
located at 616 East Main Street in St. Charles, Illinois, shall be known 
and designated as the ``Veterans of the Vietnam War Memorial Post 
Office''.
    (b) References.--Any reference in a law, map, regulation, document, 
paper, or other record of the United States to the facility referred to 
in subsection (a) shall be deemed to be a reference to the ``Veterans of 
the Vietnam War Memorial Post Office''.

    Approved May 7, 2024.
","Renaming a Post Office: The facility of the United States Postal Service at 616 East Main Street in St. Charles, Illinois, will now be called the ""Veterans of the Vietnam War Memorial Post Office"". Any official document or reference to this facility will reflect this new name. This change was approved on May 7, 2024."
"SECTION 11 of Children Act, 1960
Children Act, 1960
11. Observation homes
(1) The Administrator

may establish and maintain as many observation homes as may be necessary for

the temporary reception of children during the pendency of any inquiry

regarding them under this Act.
(2) Where the

Administrator is of opinion that any institution other than an institution

established under sub-section (1) is fit for the temporary reception of

children during the pendency of any inquiry regarding them under this Act, he

may recognize such institution as an observation home for the purposes of this

Act.
(3) Every observation

home to which a child is sent under this Act shall not only provide the child

with accommodation, maintenance and facilities for medical examination and

treatment, but also provide him with facilities for useful occupation.
(4) The Administrator

may, by rules made under this, Act, provide for the management of observation

homes 3[, including the standards and the nature of services to be

maintained by them,] and the circumstances under which, and the manner in

which, an institution may be recognized as an observation home or the

recognition may be withdrawn.","Simplified text: Setting up Observation Homes for Children:
Establishment: The Administrator can create and manage observation homes needed to temporarily house children while an inquiry is ongoing under the Children Act, 1960.
Recognition of Institutions: If the Administrator believes that an institution, other than one established by the Administrator, is suitable to house children during inquiries, they can recognize it as an observation home under the Act.
Facilities Provided: Observation homes must offer children accommodation, care, medical services, and opportunities for productive activities.
Rules and Standards: The Administrator can establish rules concerning the management of observation homes, including the quality of services provided and the process for recognizing or withdrawing recognition of an institution as an observation home."
"SECTION 389 of Code of Criminal Procedure Act, 1973
Code of Criminal Procedure Act, 1973

389.Suspension of sentence pending the appeal; release of appellant on

bail.-
(1) Pending any appeal by a convicted person,

the Appellate Court may, for reasons to be recorded by it in writing, order

that the execution of the sentence or order appealed against be suspended and,

also, if he is in confinement, that he be released on bail, or on his own bond.
(2) The power conferred by this section on an Appellate Court may be exercised

also by the High Court in order that the convicted person be released on bail,

unless there are special reasons for refusing bail, for such period as will

afford sufficient time to present the appeal and obtain the orders of the

Appellate Court under sub-section (1); and the sentence of imprisonment shall,

so long as he is so released on bail, be deemed to be suspended.
(4) When the appellant is ultimately sentenced to imprisonment for a term or to

imprisonment for life, the time during which he is so released shall be

excluded in computing the term for which he is so sentenced.","Simplified text: Sentence Suspension and Bail during Appeal:

1. Appeal Suspension: If a person has been convicted and is appealing the decision, the Appellate Court can decide - with written reasons - to put a hold on carrying out the sentence or order being appealed. If the person is in jail, the court can also release them on bail or their own bond.

2. Bail by High Court: The High Court can also grant bail to a convicted person to give them enough time to file the appeal and get the Appellate Court's decision under subsection (1). The imprisonment sentence will be considered paused while they are out on bail.

3. Exclusion from Imprisonment Term: If the appellant is eventually given a prison sentence, the time they were out on bail will not be counted as part of their actual prison term."
"Public Law 115-122
115th Congress

                                 An Act


 
To designate a mountain peak in the State of Montana as ``Alex Diekmann 
              Peak''. <<NOTE: Jan. 31, 2018 -  [S. 117]>> 

    Be it enacted by the Senate and House of Representatives of the 
United States of America in Congress assembled, <<NOTE: Alex Diekmann 
Peak Designation Act of 2017.>> 
SECTION 1. SHORT TITLE.

    This Act may be cited as the ``Alex Diekmann Peak Designation Act of 
2017''.
SEC. 2. DESIGNATION OF ALEX DIEKMANN PEAK, MONTANA.

    (a) In General.--The unnamed 9,765-foot peak located 2.2 miles west-
northwest of Finger Mountain on the western boundary of the Lee Metcalf 
Wilderness, Montana (UTM coordinates Zone 12, 457966 E., 4982589 N.), 
shall be known and designated as ``Alex Diekmann Peak''.
    (b) References.--Any reference in a law, map, regulation, document, 
record, or other paper of the United States to the peak described in 
subsection (a) shall be considered to be a reference to ``Alex Diekmann 
Peak''.","Proposed Plain Language Version:
An Act to Name a Mountain Peak in Montana after Alex Diekmann

This law names a currently unnamed 9,765-foot peak in the Lee Metcalf Wilderness, Montana, located 2.2 miles west-northwest of Finger Mountain, as ""Alex Diekmann Peak."" Any previous mentions of this peak in official documents will now refer to it as ""Alex Diekmann Peak."""
"Public Law 114-82
114th Congress

                                 An Act


 
To designate the facility of the United States Postal Service located at 
90 Cornell Street in Kingston, New York, as the ``Staff Sergeant Robert 
 H. Dietz Post Office Building''. <<NOTE: Nov. 5, 2015 -  [H.R. 1442]>> 

    Be it enacted by the Senate and House of Representatives of the 
United States of America in Congress assembled,
SECTION 1. STAFF SERGEANT ROBERT H. DIETZ POST OFFICE BUILDING.

    (a) Designation.--The facility of the United States Postal Service 
located at 90 Cornell Street in Kingston, New York, shall be known and 
designated as the ``Staff Sergeant Robert H. Dietz Post Office 
Building''.
    (b) References.--Any reference in a law, map, regulation, document, 
paper, or other record of the United States to the facility referred to 
in subsection (a) shall be deemed to be a reference to the ``Staff 
Sergeant Robert H. Dietz Post Office Building''.
","Renaming a Post Office: The United States Postal Service building at 90 Cornell Street in Kingston, New York, will be renamed as the ""Staff Sergeant Robert H. Dietz Post Office Building."" Any mention of this building in official documents will now refer to it by its new name."
"SECTION 7 of Companies Act, 2013
Companies Act, 2013 
7.

 Incorporation

of company.
1.      There shall be filed

with the Registrar within whose jurisdiction the registered office of a company

is proposed to be situated, the following documents and information for

registration, namely:—
a.     

  the

memorandum and articles of the company duly signed by all the subscribers to

the memorandum in such manner as may be prescribed;
b.    

  a

declaration in the prescribed form by an advocate, a chartered accountant, cost

accountant or company secretary in practice, who is engaged in the formation of

the company, and by a person named in the articles as a director, manager or

secretary of the company, that all the requirements of this Act and the rules

made there under in respect of registration and matters precedent or incidental

thereto have been complied with;
c.     

  an

affidavit from each of the subscribers to the memorandum and from persons named

as the first directors, if any, in the articles that he is not convicted of any

offence in connection with the promotion, formation or management of any

company, or that he has not been found guilty of any fraud or misfeasance or of

any breach of duty to any company under this Act or any previous company law

during the preceding five years and that all the documents filed with the

Registrar for registration of the company contain information that is correct

and complete and true to the best of his knowledge and belief;
d.    

  the

address for correspondence till its registered office is established;
e.     

  the

particulars of name, including surname or family name, residential address,

nationality and such other particulars of every subscriber to the memorandum

along with proof of identity, as may be prescribed, and in the case of a

subscriber being a body corporate, such particulars as may be prescribed;
f.     

  the

particulars of the persons mentioned in the articles as the first directors of

the company, their names, including surnames or family names, the Director

Identification Number, residential address, nationality and such other

particulars including proof of identity as may be prescribed; and
g.    

  the

particulars of the interests of the persons mentioned in the articles as the

first directors of the company in other firms or bodies corporate along with

their consent to act as directors of the company in such form and manner as may

be prescribed.
1.     
2.      The Registrar on the

basis of documents and information filed under sub-section (1 ) shall

register all the documents and information referred to in that subsection in

the register and issue a certificate of incorporation in the prescribed form to

the effect that the proposed company is incorporated under this Act.
3.      On and from the date

mentioned in the certificate of incorporation issued under sub-section (2 ),

the Registrar shall allot to the company a corporate identity number, which shall

be a distinct identity for the company and which shall also be included in the

certificate.
4.      The company shall

maintain and preserve at its registered office copies of all documents and

information as originally filed under sub-section (1 ) till its dissolution

under this Act.
5.      If any person

furnishes any false or incorrect particulars of any information or suppresses

any material information, of which he is aware in any of the documents filed

with the Registrar in relation to the registration of a company, he shall be

liable for action under section 447.
6.      Without prejudice to

the provisions of sub-section (5 ) where, at any time after the

incorporation of a company, it is proved that the company has been got

incorporated by furnishing any false or incorrect information or representation

or by suppressing any material fact or information in any of the documents or

declaration filed or made for incorporating such company, or by any fraudulent

action, the promoters, the persons named as the first directors of the company

and the persons making declaration under clause (b ) of subsection (1 )

shall each be liable for action under section 447.
7.      Without prejudice to

the provisions of sub-section (6 ), where a company has been got

incorporated by furnishing any false or incorrect information or representation

or by suppressing any material fact or information in any of the documents or

declaration filed or made for incorporating such company or by any fraudulent

action, the Tribunal may, on an application made to it, on being satisfied that

the situation so warrants,—
a.     

  pass

such orders, as it may think fit, for regulation of the management of the

company including changes, if any, in its memorandum and articles, in public

interest or in the interest of the company and its members and creditors; or
b.    

  direct

that liability of the members shall be unlimited; or
c.     

  direct

removal of the name of the company from the register of companies; or
d.    

  pass

an order for the winding up of the company; or
e.     

  pass

such other orders as it may deem fit:
Provided

that before making any order under this sub-section,—
      i.        

  the

company shall be given a reasonable opportunity of being heard in the matter;

and
     ii.        

  the

Tribunal shall take into consideration the transactions entered into by the

company, including the obligations, if any, contracted or payment of any

liability.","Simplified text: Company Incorporation Process

When a new company is being set up, the following steps must be taken and information provided to the Registrar:

1. Submit the company's memorandum and articles signed by all founding members.
2. Provide a declaration confirming compliance with all legal requirements by a professional like a lawyer, accountant, or company secretary, and by a named director, manager, or secretary.
3. Swear an affidavit stating that none of the members or named directors have any previous convictions related to company management and that all submitted information is accurate.
4. Provide a correspondence address until the official registered office is established.
5. Share personal details and proof of identity for each member and director.
6. Disclose information about the directors' interests in other companies, along with their consent to act as directors in the new company.
7. Once all documents are filed with the Registrar, they will be reviewed, registered, and a certificate of incorporation will be issued.
8. A unique corporate identity number will be allotted to the new company.
9. It is mandatory for the company to keep copies of all original documents at its registered office until it is dissolved.
10. Providing false information or withholding important details can lead to legal action.
11. If it's discovered later that false information was provided during incorporation, the promoters and named first directors can face legal consequences.
12. In such cases, the Tribunal may take necessary actions, like changing the company's management, making members' liability unlimited, striking off the company's name, winding up the company, or other steps deemed fit.
13. Before any action is taken by the Tribunal, the company must be given a chance to present its side, and the Tribunal must consider all company transactions and obligations."
"SECTION 8 of Competition Act, 2002
The Competition Act, 2002 
8. Composition of

Commission.-
1.  

  The

Commission shall consist of a Chairperson and not less than two and not more

than ten other Members to be appointed by the Central Government : Provided

that the Central Government shall appoint the Chairperson and a Member during

the first year of the establishment of the Commission.
2.  

  The

Chairperson and every other Member shall be a person of ability, integrity and

standing and who, has been, or is qualified to be, a judge of a High Court, or,

has special knowledge of, and professional experience of not less than fifteen

years in international trade, economics, business, commerce, law, finance,

accountancy, management, industry, public affairs, administration or in any

other matter which, in the opinion of the Central Government, may be useful to

the Commission.
3.  

  The

Chairperson and other Members shall be whole-time Members.","Simplified text: Composition of Competition Commission
The Competition Act, 2002
1. The Competition Commission is made up of a Chairperson and between two to ten other Members appointed by the Central Government. The Chairperson and at least one Member must be appointed in the Commission's first year.
2. All members must be individuals with skill, honesty, and a good reputation. They should either have judicial experience or at least fifteen years of professional expertise in fields like international trade, economics, law, finance, management, public affairs, or other relevant areas.
3. The Chairperson and other Members are full-time positions."
