legal_text,simplified_text
"SECTION 17 of Commission for Air Quality Management in National Capital Region and Adjoining Areas Act, 2021
17. Accounts and audit.-
(1) The Commission shall maintain proper accounts and other relevant records and prepare an annual statement of accounts in such form as may be prescribed by the Central Government in consultation with the Comptroller and Auditor-General of India.
(2) The accounts of the Commission shall be audited by the Comptroller and Auditor-General of India at such intervals as may be specified by him and any expenditure incurred in connection with such audit shall be payable by the Commission to the Comptroller and Auditor-General of India.
(3) The Comptroller and Auditor-General of India and any person appointed by him in connection with the audit of the accounts of the Commission under this Act shall have the same rights and privileges and authority in connection with such audit as the Comptroller and Auditor-General of India generally has in connection with the audit of Government accounts and, in particular, shall have the right to demand the production of books, accounts, connected vouchers and other documents and papers and to inspect any of the offices of the Commission.
(4) The accounts of the Commission, as certified by the Comptroller and Auditor-General of India or any other person appointed by him in this behalf, together with the audit report thereon shall be forwarded annually to the Central Government by the Commission and the Central Government shall cause the audit report to be laid, as soon as may be after it is received, before each House of Parliament.","Simplified text: 
Accounts and Audit:

Maintaining Accounts: The Commission must keep accurate accounts and records and prepare an annual financial statement as per the Central Government's guidelines and in consultation with the Comptroller and Auditor-General of India.

Audit of Accounts: The Comptroller and Auditor-General of India will audit the Commission's accounts at specified intervals. Any expenses related to this audit will be borne by the Commission.

Audit Rights: The Comptroller and Auditor-General of India, along with any appointed personnel, will have the authority to audit the Commission's accounts. They can request documents, conduct inspections, and have the same rights as in government account audits.

Reporting: The Commission will submit its audited accounts, certified by the Comptroller and Auditor-General of India or appointed personnel, along with the audit report to the Central Government annually. The Central Government will present the audit report to both Houses of Parliament promptly."
"SECTION 25 of Commission for Air Quality Management in National Capital Region and Adjoining Areas Act, 2021
25. Power of Central Government to make rules.-
(1) The Central Government may, by notification, make rules to carry out the provisions of this Act.
(2) In particular and without prejudice to the generality of the foregoing power, such rules may provide for all or any of the following matters, namely:-
(a) the other Associate Members under clause (h) of sub-section (3) of section 3;
(b) the manner of removal of Chairperson or a Member under sub-section (2) of section 5;
(c) the salaries and allowances payable to, and the other terms and conditions of service of, the Chairperson and Members under sub-section (1) of section 8;
(d) the allowance payable to the members, other than ex officio members of the Sub-Committees, under sub-section (6) of section 11;
(e) the appointment of officers and other staff under sub-section (7) of section 11;
(f) the salaries, allowances and conditions of service of the officers and other staff under sub-section (9) of section 11;
(g) the manner of taking samples under clause (a) and the form of notice under sub-clause (i) of clause (c), of sub-section (4) of section 12;
(h) the rate at which, and the manner in which, the environmental compensation shall be imposed and collected under section 15;
(i) the form in which annual statement of accounts shall be prepared under sub-section (1) of section 17;
(j) any other matter which has to be, or may be, prescribed.
(3) Every rule made under this Act shall be laid, as soon as may be after it is made, before each House of Parliament, while it is in session, for a total period of thirty days which may be comprised in one session or in two or more successive sessions, and if, before the expiry of the session immediately following the session or the successive sessions aforesaid, both Houses agree in making any modification in the rule or both Houses agree that the rule should not be made, the rule shall thereafter have effect only in such modified form or be of no effect, as the case may be; so, however, that any such modification or annulment shall be without prejudice to the validity of anything previously done under that rule.","Simplified text: Power to Make Rules:
The Central Government can create rules through a public notice to enforce the provisions of this Act.
These rules can cover various matters, such as:
Adding more Associate Members as mentioned in section 3(3)(h).
Process for removing the Chairperson or a Member under section 5(2).
Salaries, allowances, and terms of service for the Chairperson and Members under section 8(1).
Allowances for members of Sub-Committees (excluding ex officio members) under section 11(6).
Appointment of officers and staff under section 11(7).
Salaries, allowances, and terms of service for officers and staff under section 11(9).
Procedure for taking samples and issuing notices under section 12(4).
Criteria and method for imposing and collecting environmental compensation under section 15.
Preparation of annual financial accounts under section 17(1).
Any other matters that need to be specified.
All rules created under this Act must be presented to both Houses of Parliament during a session. The Houses have 30 days, which can be during one session or spread across multiple sessions, to make modifications or decide that the rule should not be enforced. Any changes or cancellation will not affect actions taken based on the rule before."
"SECTION 26 of Commission for Air Quality Management in National Capital Region and Adjoining Areas Act, 2021
26. Power of Commission to make regulations.-
(1) Subject to the provisions of this Act and the rules made thereunder, the Commission may, with the previous approval of the Central Government, by notification, make regulations to carry out the provisions of this Act.
(2) In particular and without prejudice to the generality of the foregoing power, such regulations may provide for all or any of the following matters, namely:-
(a) the procedure to be followed by the Commission under sub-section (2) of section 10;
(b) the conditions and limitations subject to which power may be delegated by the Commission under sub-section (4) of section 10;
(c) the members of each Sub-Committee under sub-sections (2), (3) and (4) of section 11;
(d) the form and the manner of furnishing annual report under section 13;
(e) any other matter which has to be, or may be, specified by regulations.
(3) Every regulation made by the Commission under this Act shall be laid, as soon as may be after it is made, before each House of Parliament, while it is in session, for a total period of thirty days which may be comprised in one session or in two or more successive sessions, and if, before the expiry of the session or the successive sessions aforesaid, both Houses agree in making any modification in the regulation or both Houses agree that the regulation should not be made, the regulation shall thereafter have effect only in such modified form or be of no effect, as the case may be; so, however, that any such modification or annulment shall be without prejudice to the validity of anything previously done under that regulation.","**Power to make Regulations**:

The Commission for Air Quality Management in National Capital Region and Adjoining Areas Act, 2021, gives the Commission the authority to create regulations. Here's how it works:

1. **Regulations Creation**:
   - The Commission can make regulations to fulfill the requirements of the Act after getting approval from the Central Government.

2. **Subject Matter of Regulations**:
   - These regulations can cover various topics, such as:
     - Procedures for Commission operations as per section 10(2).
     - Delegation conditions and limits as per section 10(4).
     - Composition of Sub-Committees as per section 11(2), (3), and (4).
     - Rules for submitting annual reports under section 13.
     - Any other details needed and allowed by the regulations.

3. **Parliamentary Oversight**:
   - Every regulation made by the Commission must be presented to Parliament within thirty days of its creation, during a session or over multiple sessions.
   - If both Houses of Parliament agree, they can modify or cancel the regulation. Any changes made or cancellation won't affect actions taken based on that regulation before the changes were made."
"SECTION 1 of Commission of Enquiries Act, 1952
Commission of Enquiries Act, 1952
1. Short title, extend and commencement - 
(1) This Act may be called the Commissions of Inquiry Act,

1952.
(2) [Note: Subs. By Act 79 of 1971, sec. 2 for sub-sec.

(2)] It extends to the whole of India :
Provided  that it shall apply to the State of Jam and  Kashmir only in so far as it

relates to inquiries pertaining to matters relatable to any of the entries

enumerated in List 1 or List III in the Seventh to the Constitutions as

applicable to that State.
(3) It shall come into force on such date
[Note:  1st October, 1952 , vide Notification

No. S.R.O.1670, dated  the 30th September,

 1952  , Gazette of India, Extra., Pt. II, sec.

3, p. 861. This Act, as amended by Act 79 of 1971, came into force in the state

of Jammu and Kashmir on 6-3-1972 and in the districts of Kohima 

and Mokokchung in the state of Nagalnd 

on 15-2-1972, vide Notification Nos. 94(E), dated 4th March, 1972 and 74(E),

dated 14th February, 1972 respectively, issued under section 15 of Act 79 of

1971.]
as the Central Government may, by

notification in the Official Gazette, appoint.","Simplified text: Commission of Inquiry Act, 1952

Title and Applicability:
This law is called the Commission of Inquiry Act, 1952. It applies throughout India. However, in the state of Jammu and Kashmir, it only applies to inquiries related to specific subjects listed in the respective lists in the Constitution applicable to that region.

Commencement:
The Act came into force on 1st October 1952, except in Jammu and Kashmir where it took effect on 6th March 1972, and in certain districts of Nagaland on 15th February 1972. The Central Government determined the commencement dates by issuing notifications in the Official Gazette."
"SECTION 2 of Commission of Enquiries Act, 1952
Commission of Enquiries Act, 1952
2. Definitions - 
In this Act, unless the content otherwise requires-
(a) "" appropriate 

Government"" means-
( i ) the Central Government, in

relation to a Commission appointed by it to make an inquiry into any matter

relatable to any of the entries enumerated in List 1 or List III in the Seventh

Schedule to the Constitution , and
(ii) the State Government, in

relation to a Commission appointed by it to make an inquiry into any matter

relatable to any of the entries enumerated in List II or List III in the

Seventh Schedule to the Constitution.
[Note: Added by Act 79 of 1971, sec. 3.] Provided that in

relation to the State of  Jammu and Kashmir , these clauses shall

have effect subject to the modification that-
in sub clause (I) thereof, for the words and figures

""List 1 or List II or List III in the Seventh Schedule to the

Constitution"" , the words and figures, List 1 or List III in the Seventh

Schedule to the Constitution as applicable to the State of Jammu and

Kashmir"" shall be substituted.
In sub clause- (ii) thereof, for the words an figures ""List II or list III in the Seventh Schedule

to the Constitution, the words and figures
""List III in the Seventh Schedule to the Constitution

as applicable to the State of  Jammu and  Kashmir  "" shall be substituted.
""Commission"" means a Commission of Inquiry

appointed under Section 3
"" prescribed "" means

prescribed by rules made under this Act.","Simplified text: 
Definitions in the Commission of Inquiries Act, 1952:
- ""Appropriate Government"" is defined as:
  - The Central Government, when a Commission investigates matters listed in List 1 or List III of the Constitution.
  - The State Government, when a Commission investigates matters listed in List II or List III of the Constitution.
  - Note: Different rules apply in the State of Jammu and Kashmir, with modifications to the definitions for the state's context.

- ""Commission"" refers to a Commission of Inquiry established under Section 3.
- ""Prescribed"" means as specified in the rules created under this Act.
"
"SECTION 3 of Commission of Enquiries Act, 1952
Commission of Enquiries Act, 1952
3. Appointment of Commission - 
(1) The appropriate Government may, if it is of opinion

that it is necessary so to do, and shall, if resolution in this behalf is

passed by ( [ Note : Subs. by Act 19 of 1990, sec 2, for certain words.] each

House of Parliament or, as the case may be, the Legislature of the State, by

notification in the Official Gazette, appoint a Commission of Inquiry for the

purpose of making an inquiry into any definite matter of public importance and

performing such functions and with such time as may be specified in the

notification, and the Commission so appointed shall make the inquiry and

perform the functions accordingly.
Provided  that where any such Commission has been

appointed to inquire into any matter-
a . by the Central Government, no State

Government shall, except with the approval of the Central Government, appoint

another Commission to inquire into the same mater for so long as the Commission

appointed by the Central Government is functioning.
b . by a State Government, the Central

Government shall not appoint another Commission to inquire into the same matter

for so long as the Commission appointed by the State Government is functioning,

unless the Central Government is of opinion that the scope of the inquiry

should be extended to two or more States.
2. The Commission may consist of one or more members

appointed by the appropriate Government, and where the Commission consists of

more than one members , one of them may be appointed as

the Chairman thereof.
3. [ Note : Ins by Act 79 of 1971,

sec.5.] The appropriate Government may, at any stage of an inquiry by the

Commission fill any vacancy which may have arisen in the office of a member of

the Commission (whether consisting of one or more than one member).
4. The appropriate Government shall cause to be laid

before ( [ Note : Subs. by Act 19 of 1990, sec 2, for

certain words.]each House of Parliament, or, as the case may be, the

Legislature of the State), the report, if nay, of the Commission on the inquiry

made by the Commission under sub section (1) together with a memorandum of the

action taken thereon, within a period of six months of the submission of the

report by the Commission to the appropriate Government.
[ Note : Sub section (5) and

(6) omitted by Act 19 of 1990, sec. 2, which were inserted by Act 36 of 1986,

sec. 2 ( w.e.f .  14-5-1986 ).","**Commission of Inquiries: Duties and Appointment Process**

**Appointment of Commission:** The government, if it deems necessary, can appoint a Commission of Inquiry by notifying in the Official Gazette. This Commission investigates important public matters as specified in the notification.

**Scope of Inquiry:** If a Commission is already looking into a matter either appointed by the Central or State Government, the other government should not appoint a new Commission without proper approval or reasons.

**Composition of Commission:** The Commission can have one or more members, with one designated as the Chairman where multiple members are involved.

**Vacancies in Commission:** The government can fill any vacancy that arises in the Commission at any stage of the inquiry.

**Reporting Responsibilities:** The government must present the Commission's report, along with any actions taken, to the respective legislative bodies within six months of receiving the report.
"
"SECTION 5 of Commission of Enquiries Act, 1952
Commission of Enquiries Act, 1952
5. Additional powers of Commission - 
(1) Where the appropriate Government is of opinion that,

having regard to the nature of the inquiry to be made and other circumstances

of the case, all or any of the provisions of sub section (2) or sub section (3)

or sub section (4) or sub section (5) should be made applicable to a

Commission, the appropriate Government may, by notification in the Official

Gazette, direct that all or such of the said provisions as may be specified in

the notification shall apply to that Commission and on the issue of such a

notification, the said provisions shall apply accordingly.
(2) The Commission shall have power to require any person,

subject to any privilege which may be claimed by that person under any law for

the time being in force, to furnish information on such points or matters as,

in the opinion of the Commission, may be useful for, or relevant to, the

subject matter of the inquiry [(Note:- Ins. by Act 79 of 1971, sec.7) and any

person so required shall be deemed to be legally bound to furnish such

information within the meaning of section 176 and section 177 of the Indian

Penal Code, 1860 (45 of 1860)].
(3) The Commission or any officer, not below the rank of a

 Gazetted Officer, specially authorized in this behalf

by the Commission may enter any building or place where the Commission has

reason to believe that any books of account or other documents relating to the

subject matter of the inquiry may be found, and may seize any books of accounts

or documents or take extracts or copies there from, subject to the provisions

of section 102 and section 103 of the Code of Criminal Procedure, 1898 (5 of

1898), in so far as they may be applicable.
(4) The Commission shall be deemed to be a civil court and

when any offence as is described in section 175, section 178, section 179,

section 180 or section 228 of the Indian Penal Code (45 of 1860) is committed

in the view or presence of the Commission, the Commission may, after recording the

facts constituting the offence and the statement of the accused as provided for

in the Code of Criminal Procedure, 1898 (5 of 1898), forward the case to a

magistrate having jurisdiction to try the same and the magistrate to whom any

such case is forwarded shall proceed to hear the complaint against the accused

as if the case had been forwarded to him under section 482 of the Code of

Criminal Procedure, 1898.
(5) Any proceeding before the Commission shall be deemed

to be a judicial proceeding within the meaning of sections 193 and 228 of the

Indian Penal Code (45 of 1860).","Simplified text: Commission of Inquiries Act, 1952

Additional Powers of Commission:

1. The government can decide to apply certain provisions (Subsections 2, 3, 4, 5) to a Commission if needed for the inquiry. This is done through an official notification.

2. The Commission can ask any person for information that is relevant to the inquiry, except for privileged information. The person is legally obligated to provide this information.

3. The Commission or an authorized officer can enter a place where they believe relevant documents are kept, and seize or copy them in line with applicable laws.

4. The Commission is considered a civil court and can take action if certain offenses are committed in its presence.

5. Any proceedings before the Commission are treated as judicial proceedings under relevant laws."
"SECTION 7 of Commission of Enquiries Act, 1952
Commission of Enquiries Act, 1952
7. Commission to cease to exist when so

notified -


[Note: Subs. by Act 79 of 1971, sec.

10, for sec. 7.]
(1) The appropriate Government may, by notification in the

Official Gazette, declare that-
(a) a Commission other than a

Commission appointed in pursuance of a resolution passed by ( [ Note: Subs. by

Act 19 of 1990, sec. 3, for certain words] each House of Parliament or, as the

case may be, the Legislature of the State) shall cease to exist, if it is of

opinion that the continued existence of the Commission is unnecessary.
(b) a Commission appointed in pursuance of a resolution

passed by ( [ Note: Subs. by Act 19 of 1990, sec. 3, for certain words] each House

of Parliament or, as the case may be, the Legislature of the State shall cease

to exist if a resolution for the discontinuance of the Commission is passed by

( [ Note: Subs. by Act 19 of 1990, sec. 3, for certain words] each House of

Parliament or, as the case may be, Legislature of the State.
(2) Every notification issued under sub section (1) Shall specify the date from which the Commission shall cease

to exist and on the issue of such notification, the Commission shall cease to

exist with effect from the date specified therein.","Simplified text: When the Government Decides:
The government can declare through an official announcement in the Official Gazette that:
A Commission, excluding those set up by a resolution of the Parliament or State Legislature, will stop functioning if the government considers it unnecessary.
A Commission established by a resolution of the Parliament or State Legislature will cease to exist if a resolution to discontinue it is passed by the Parliament or State Legislature.

End of Commission:
The notification issued will mention the exact date on which the Commission will cease to exist. Upon this notification, the Commission will no longer be operational from the specified date."
"SECTION 12 of Commission of Enquiries Act, 1952
Commission of Enquiries Act, 1952
12. Power to make rules - 
(1) The appropriate Government may, by notification in the

Official Gazette, make rules to carry out the purpose of this Act.
a. (2) In particular, and without prejudice to the generality of

the foregoing power, such rules may provide for all or any of the following

matters, namely:-
the term of office and

the conditions of service of the members of the Commission
b . the manner is which

inquires may be held under this Act and the procedure to be followed by the

Commission in respect of the proceedings before it.
c. The powers of civil

court which may be vested in the Commission( cc) [

Note: Ins. by Act 79 of 1971, sec. 14.] The traveling and

other expenses payable to assessors appointed under section 5B, and to person

summoned by the Commission to give evidence or to produce documents before it. 


d . any other matter which has to be, 

or may be, prescribed.
(3) [Note: Subs. by Act 4 of 1986, sec2 and  sch ., for certain words ( w.e.f .

15-5-1986)] Every rule made by the Central Government under this section shall

be laid, as soon as may be after it is made, before each House of Parliament

while it is in session for a total period of thirty days which may be comprised

in one session or ( in two or more successive sessions, and if, before the

expiry of the session immediately following the session or the successive

sessions aforesaid) both Houses agree in making any modification in the rule or

both Houses agree that the rule should not be made, the rule shall thereafter

have effect only in such modified form or be of no effect, as the case may be,

so however, that any such modification or annulment shall be without prejudice

to the validity of anything previously done under that rule.
(4) [Note: Ins. by Act 4 of 1986, sec2 and  sch ., (w.e.f. 15-5-1986) ] Every rule made by the State

Government under this section shall be laid, as soon as may be after it is

made, before the Legislature.","**Rule-making Power**  
The government can create rules through an official announcement in the government publication to implement the goals of this law.  
- Duration and terms of the Commission members’ roles and services,  
- How investigations should be conducted and the processes to be followed by the Commission,  
- Authority given to the Commission that is usually held by a civil court, including expenses for assessors and summoned persons.  
- Any other issues that need to be addressed or decided according to the law.  
  
**Legislative Oversight**  
Rules made by the Central Government should be presented to both Houses of Parliament for review within thirty days. If both Houses agree on changes or rejection, the rules will be adapted or abandoned accordingly. Previous actions taken based on these rules will remain valid.  
Rules made by State Governments should also be presented to the Legislature in a similar manner for review."
"SECTION 2 of Commission of Sati (Prevention) Act, 1987
Commission of Sati (Prevention) Act, 1987 
2. Definitions 
(1) In this Act, unless the context otherwise

requires,-
(a) ""Code""

means the Code of Criminal Procedure, 1973;
(b)

""glorification"", in relation to sati, whether such sati was committed

before or after the commencement of this Act, includes, among other things,-
(i) the observance of

any ceremony or the taking out of a procession in connection with the

commission of sati; or
(ii) the supporting,

justifying or propagating the practice of sati in any manner ; or
(iii) the arranging of

any function to eulogies the person who has committed sati; or
(iv) the creation of a

trust, or the collection of funds, or the construction of a temple or other

structure or the carrying on of any form of worship or the performance of any

ceremony thereat, with a view to perpetuate the honor of, or to preserve the

memory of, a person who has committed sati;
(c) ""sati""

means the act of burning or burying alive of-
(i) any widow along

with the body of her deceased husband or any other relative or with any

article, object or thing associated with the husband or such relative; or
(ii) any woman along

with the body of any of her relatives, irrespective of whether such burning or

burying is claimed to be voluntary on the part of the widow or the woman or

otherwise ;
(d) ""  Special Court "" means a 

 Special Court constituted under

section 9 ;
(e) ""temple""

includes any building or other structure, whether roofed or not, constructed or

made to preserve the memory of a person in respect of whom sati has been

committed or used or intended to be used for the carrying on of any forms of

worship or for the observance of any ceremony in connection with such

commission.
(2) Words and expressions used but not defined

in this Act and defined in the Indian Penal Code or in the Code shall have the

same meanings as are respectively assigned to them in the Indian Penal Code or

the Code.","Simplified text: Definitions:
- ""Code"": Refers to the Code of Criminal Procedure, 1973.
- ""Glorification"": Includes actions like holding ceremonies, processions, or functions, or creating structures to honor someone who has committed sati.
- ""Sati"": Refers to burning or burying alive a widow with her deceased husband or relative, or a woman with any relative, regardless of whether it is claimed to be voluntary.
- ""Special Court"": A court set up under section 9 of this Act.
- ""Temple"": Any structure intended for worship or ceremonies related to a person for whom sati has been committed.

Interpretation:
- Any words or expressions not defined in this Act but defined in the Indian Penal Code or the Code have the same meanings as in those laws."
"SECTION 4 of Commission of Sati (Prevention) Act, 1987
Commission of Sati (Prevention) Act, 1987 
4. Abetment of sati 
(1) Notwithstanding anything contained in the

Indian Penal Code, if any person commits sati, whoever abets the commission of such

sati, either directly or indirectly, shall be punishable with death or

imprisonment for life and shall also be liable to fine.
(2) If any person attempts to commit sati,

whoever abets such attempt, either directly or indirectly, shall be punishable with

imprisonment for life and shall also be liable to fine.
Explanation.- For the purposes of

this section, any of the following acts or the like shall also be deemed to be

an abetment, namely:-
(a) any inducement to a widow or woman to get her

burnt or buried alive along with the body of her deceased husband or with any

other relative or with any article, object or thing associated with the husband

or such relative, irrespective of whether she is in a fit state of mind or is

laboring under a state of intoxication or stupefaction or other cause impeding

the exercise of her free will;
(b) making a widow or woman believe that the

commission of sati would result in some spiritual benefit to her or her

deceased husband or relative or the general well being of the family ;
(c) encouraging a widow or woman to remain

fixed in her resolve to commit sati and thus instigating her to commit sati;
(d) participating in any procession in

connection with the commission of sati or aiding the widow or woman in her

decision to commit sati by taking her along with body of her deceased husband

or relation to the cremation or burial ground ;
(e) being present at the place where sati is

committed as an active participant to such commission or to any ceremony connected

with it;
(f) preventing or obstructing the widow or

woman from saving herself from being burnt or buried alive;
(g) obstructing, or interfering with, the

police in the discharge of its duties of taking any steps to prevent the

commission of sati.","Simplified text: 
Abetting Sati (Sati refers to the historical practice of a widow's self-immolation on her husband's funeral pyre)
Abetting Sati:
1. If someone supports or assists another person in committing Sati (self-immolation of a widow on her husband's pyre), whether directly or indirectly, they can be punished with either death or life imprisonment, along with a fine.
2. If someone tries to commit Sati and another person assists in this attempt, whether directly or indirectly, that person can be punished with life imprisonment and a fine.

Acts Considered as Abetment:
- Persuading a widow to immolate herself, regardless of her mental state.
- Convincing a widow that committing Sati will bring her or her deceased husband spiritual benefits or benefit the family.
- Encouraging a widow to proceed with her decision to commit Sati.
- Taking part in any procession related to Sati or aiding a widow in her decision by accompanying her and the deceased to the cremation or burial site.
- Actively participating at the scene of the Sati as it occurs or during related ceremonies.
- Preventing or obstructing a widow from saving herself from being burned or buried alive.
- Obstructing or interfering with the police in their efforts to prevent the practice of Sati."
"SECTION 6 of Commission of Sati (Prevention) Act, 1987
Commission of Sati (Prevention) Act, 1987 
6. Power to prohibit certain acts 
(1) Where the Collector or the District

Magistrate is of the opinion that sati or any abetment thereof is being, or is

about to be committed, he may, by order, prohibit the doing of any act towards

the commission of sati by any person in any area or areas specified in the

order.
(2) The Collector or the District Magistrate

may also, by order, prohibit the glorification in any manner of sati by any

person in any area or areas specified in the order.
(3) Whoever contravenes any order made under

sub-section (1) or sub-section (2) shall, if such contravention is not

punishable under any other provision of this Act, be punishable with imprisonment

for a term which shall not be less than one year but which may extend to seven

years and with fine which shall not be less than five thousand rupees but which

may extend to thirty thousand rupees.","Simplified text: Prohibition of Sati Acts
If the Collector or District Magistrate believes that sati or any related actions are happening or are likely to happen, they can issue an order to stop any actions that could lead to sati in specific areas.
They also have the power to forbid any form of celebration or promotion of sati in those areas.
Anyone who disobeys these orders could face imprisonment for one to seven years and a fine ranging from five thousand to thirty thousand rupees."
"SECTION 7 of Commission of Sati (Prevention) Act, 1987
Commission of Sati (Prevention) Act, 1987 
7. Power to remove certain temples or other

structures 
(1) The State Government may, if it is

satisfied that in any temple or other structure which has been in existence for

not less than twenty years, any form of worship or the performance of any

ceremony is carried on with a view to perpetuate the honor of, or to preserve

the memory of, any person in respect of whom sati has been committed, by order,

direct the removal of such temple or other structure.
(2) The Collector or the District Magistrate may,

if he is satisfied that in any temple or other structure, other than that

referred to in sub-section (1), any form of worship or the performance of any

ceremony is carried on with a view to perpetuate the honor of, or to preserve

the memory of, any person in respect of whom sati has been committed, by order,

direct the removal of such temple or other structure.
(3) Where any order under sub-section (1) or

sub-section (2) is not complied with, the State Government or the Collector or

the District Magistrate, as the case may be, shall cause the temple or other

structure to be removed through a police officer not below the rank of a

Sub-Inspector at the cost of the defaulter.","Simplified text: Removal of Certain Structures Related to Sati
Under the Commission of Sati (Prevention) Act, 1987:
The State Government has the power to order the removal of temples or structures where worship or ceremonies are conducted to honor or remember a person involved in a sati incident, provided the temple or structure has existed for at least twenty years.
If any other temple or structure is found to conduct worship or ceremonies for the same reason as mentioned above, the Collector or District Magistrate can also order its removal.
If the orders are not followed, the State Government or the authorities mentioned above can use police officers to remove the temple or structure at the defaulter's expense."
"SECTION 12 of Commission of Sati (Prevention) Act, 1987
Commission of Sati (Prevention) Act, 1987 
12. Power of Special Court with respect to

other offences 
(1) When trying any offence under this Act, a

Special Court may also try any other offence with which the accused may, under

the Code, be charged at the same trial if the offence is connected with such

other offence.
(2) If, in the course of any trial of any

offence under this Act it is found that the accused person has committed any

other offence under this Act or under any other law, a Special Court may

convict such person also of such other offence and pass any sentence authorized

by this Act or such other law for the punishment thereof.
(3) In every inquiry or trial, the proceedings

shall be held as expeditiously as possible and, in particular, where the

examination of witnesses has begun, the same shall be continued from day to day

until all the witnesses in attendance have been examined, and if any Special

Court finds the adjournment of the same beyond the following date to be

necessary, it shall record its reasons for doing so.","Simplified text: Power of Special Court Regarding Other Offences under the Sati (Prevention) Act, 1987
When a Special Court is dealing with an offense under this law, it can also handle any related offense for which the accused could be charged according to the law, all in the same trial.
If during a trial for an offense under this Act, it is discovered that the accused has committed another offense under this law or any other law, the Special Court has the authority to convict the person for that offense as well, and impose the appropriate punishment.
During all hearings or trials, efforts should be made to complete the proceedings quickly. Specifically, once witness examination begins, it should continue daily until all present witnesses have been heard. If a Special Court decides that an adjournment is necessary, they must provide reasons for doing so."
"SECTION 19 of Commission of Sati (Prevention) Act, 1987
Commission of Sati (Prevention) Act, 1987 
19. Amendment of Act 43 of 1951 
In the Representation of the People Act,

1951,-
(a) in section 8, in sub-section (2), after

the proviso, the following proviso shall be inserted, namely:-
""Provided further that a person

convicted by a Special Court for the contravention of any of the provisions of

the Commission of Sati (Prevention) Act, 1987 shall be disqualified from the

date of such conviction and shall continue to be disqualified for a further

period of five years since his release."";
(b) in section 123, after clause (3A), the

following clause shall be inserted, namely :-
'(3B) The propagation

of the practice or the commission of sati or its glorification by a candidate

or his agent or any other person with the consent of the candidate or his election

agent for the furtherance of the prospects of the election of that candidate or

for prejudicially affecting the election of any candidate.
Explanation.- For the purposes of

this clause, ""sati"" and ""glorification"" in relation to sati

shall have the meanings respectively assigned to them in the Commission of Sati

(Prevention) Act, 1987.'","Simplified text: Amendment to Representation of the People Act, 1951
This amendment to the Representation of the People Act, 1951 involves the following changes:

In section 8, an additional provision is added stating that a person convicted by a Special Court for violating the Commission of Sati (Prevention) Act, 1987 will be disqualified from the date of conviction and for an additional five years after release.
In section 123, a new clause is added (3B) which prohibits promoting or glorifying the practice of sati by a candidate, agent, or any other person with the candidate's consent to influence an election. Clarifications are provided for the terms ""sati"" and ""glorification"" as defined in the Commission of Sati (Prevention) Act, 1987."
"SECTION 21 of Commission of Sati (Prevention) Act, 1987
Commission of Sati (Prevention) Act, 1987 
21. Power to make rules 
(1) The Central Government may, by

notification in the Official Gazette, make rules for carrying out the

provisions of this Act.
(2) Every rule made under this section shall

be laid, as soon as may be after it is made, before each House of Parliament,

while it is in session, for a total period of thirty days which may be

comprised in one session or in two or more successive sessions, and if, before

the expiry of the session immediately following the session or the successive

sessions aforesaid, both Houses agree in making any modification in the rule or

both Houses agree that the rule should not be made, the rule shall thereafter

have effect only in such modified form or be of no effect, as the case may be;

so, however, that any such modification or annulment shall be without prejudice

to the validity of anything previously done under that rule.","Simplified text: Power to Create Rules:
The Central Government has the authority to create rules to enforce the Commission of Sati (Prevention) Act, 1987.
Process for Rulemaking:
1. The rules created by the Central Government must be published in the Official Gazette.
2. Each rule must be presented before Parliament during a session for a total of thirty days, which can be in one session or over multiple sessions.
3. If both Houses of Parliament agree to modify or reject the rule within the specified time, the rule will either be amended accordingly or become invalid.
4. Any changes or cancellations made to the rule will not affect any actions taken based on that rule before the modification or annulment."
"SECTION 2 of Commissions for Protection of Child Rights Act, 2005
The Commissions for Protection of Child Rights Act, 2005 
2. Definitions.-
In this Act, unless

the context otherwise requires,-
a.     

  ""Chairperson""

means the Chairperson of the Commission or of the State Commission, as the case

may be;
b.    

  ""child

rights"" includes the children's rights adopted in the United Nations convention

on the Rights of the Child on the 20th November, 1989 and ratified by the

Government of India on the 11th December, 1992;
c.     

  ""Commission""

means the National Commission for Protection of Child Rights constituted under

section 3;
d.    

  ""Member""

means a Member of the Commission or of the State Commission, as the case may

be, and includes the Chairperson;
e.     

  ""notification""



means a notification published in the Official Gazette;
f.     

  ""prescribed""

means prescribed by rules made under this Act;
g.    

  ""State

Commission"" means a State Commission for Protection of Child Rights

constituted under section 17.","Simplified text:
Definitions:
- ""Chairperson"": Refers to the head of the Commission or State Commission.
- ""Child Rights"": Encompasses the rights of children outlined in the UN Convention on the Rights of the Child, adopted in 1989 and ratified by the Government of India in 1992.
- ""Commission"": The National Commission for Protection of Child Rights established under section 3.
- ""Member"": An individual serving as a Member of the Commission or State Commission, including the Chairperson.
- ""Notification"": Refers to an official announcement published in the Official Gazette.
- ""Prescribed"": Indicates guidelines set by rules created under this Act.
- ""State Commission"": A State Commission for Protection of Child Rights established under section 17."
